QGC WPL 110
0	0	0	16	0.0	0.0	0.0	0.0	-35.36326217651367	149.1652374267578	584.02001953125	1
1	0	3	22	15.0	0.0	0.0	0.0	0.0	0.0	10.0	1
2	0	3	16	0.0	0.0	0.0	0.0	-35.36285400390625	149.1638641357422	10.0	1
3	0	3	16	0.0	0.0	0.0	0.0	-35.362091064453125	149.16319274902344	10.0	1
4	0	3	18	1.0	0.0	80.0	1.0	-35.36163330078125	149.16307067871094	10.0	1
5	0	3	16	0.0	0.0	0.0	0.0	-35.36122131347656	149.16310119628906	10.0	1
6	0	3	16	0.0	0.0	0.0	0.0	-35.3605842590332	149.16339111328125	10.0	1
7	0	3	16	0.0	0.0	0.0	0.0	-35.360313415527344	149.16412353515625	10.0	1
8	0	3	16	0.0	0.0	0.0	0.0	-35.3602294921875	149.1651153564453	10.0	1
9	0	0	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
10	0	3	16	0.0	0.0	0.0	0.0	-35.36077117919922	149.16641235351562	10.0	1
11	0	3	16	0.0	0.0	0.0	0.0	-35.36117172241211	149.16700744628906	10.0	1
12	0	3	16	0.0	0.0	0.0	0.0	-35.36172103881836	149.16673278808594	10.0	1
13	0	3	16	0.0	0.0	0.0	0.0	-35.36245346069336	149.1661834716797	10.0	1
