QGC WPL 110
0	0	0	16	0.0	0.0	0.0	0.0	-35.36326217651367	149.1652374267578	584.010009765625	1
1	0	3	22	15.0	0.0	0.0	0.0	0.0	0.0	30.0	1
2	0	3	16	0.0	0.0	0.0	0.0	-35.362342834472656	149.16510009765625	30.0	1
3	0	3	16	0.0	0.0	0.0	0.0	-35.36150360107422	149.1650848388672	30.0	1
4	0	3	16	0.0	0.0	0.0	0.0	-35.36100387573242	149.16575622558594	30.0	1
5	0	3	16	0.0	0.0	0.0	0.0	-35.360870361328125	149.16708374023438	30.0	1
6	0	3	16	0.0	0.0	0.0	0.0	-35.36157989501953	149.16819763183594	30.0	1
7	0	3	16	0.0	0.0	0.0	0.0	-35.36265182495117	149.16831970214844	30.0	1
8	0	0	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
9	0	3	16	0.0	0.0	0.0	0.0	-35.36451721191406	149.1686553955078	30.0	1
10	0	3	16	0.0	0.0	0.0	0.0	-35.36544418334961	149.16822814941406	25.0	1
11	0	3	16	0.0	0.0	0.0	0.0	-35.36580276489258	149.16725158691406	25.0	1
12	0	3	16	0.0	0.0	0.0	0.0	-35.36547088623047	149.1660614013672	20.0	1
13	0	3	16	0.0	0.0	0.0	0.0	-35.36408996582031	149.16537475585938	10.0	1
14	0	3	21	0.0	0.0	0.0	1.0	-35.363338470458984	149.16525268554688	0.0	1
